"id","wave","country_name","iso_code","marital_status","num_of_children","rural_urban_living","age_category","education","gender","employment","trust_people","freq_rel_service_use","freq_internet_personal","freq_sports","freq_social_activities","vol_community_service","vol_education_cult_org","vol_social_charities","vol_political_parties","vol_other_organisation","volunteering_frequency","sei_left_out_soc","sei_life_is_complicated","sei_not_recognised","sei_looked_down","sei_feel_close_to_people","sei","mwbi_felt_cheerful","mwbi_felt_calm","mwbi_felt_active","mwbi_felt_fresh","mwbi_life_is_interesting","mwbi_felt_tense","mwbi_felt_lonely","mwbi_felt_downhearted","mwbi","wlbc_too_tired_household","wlbc_fam_responsibilities","wlbc_cannot_focus_on_work","wlbc","hrs_work_first_job","hrs_work_additional_job","work_hrs"
"IT1186622","2011","Denmark","DK","Married or living with partner","3","A city or city suburb","65+","Upper secondary education (ISCED 3)","Male","Retired",6,5,1,1,3,4,4,4,4,4,1,5,5,5,5,1,1,1,1,1,2,2,6,6,6,92,NA,NA,NA,NA,NA,NA,NA
"IT1757626","2011","Denmark","DK","Married or living with partner","2","The open countryside","65+","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,5,2,5,5,4,4,4,4,4,1,5,5,5,5,2,1,1,1,1,1,1,6,6,6,100,5,5,5,1,25,NA,25
"IT1445115","2011","Denmark","DK","Married or living with partner","2","A medium to large town","65+","Upper secondary education (ISCED 3)","Male","Retired",3,5,5,5,5,4,4,4,4,4,1,4,5,4,4,2,1.75,2,2,2,2,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"IT2008111","2011","Denmark","DK","Married or living with partner","3","A medium to large town","65+","Upper secondary education (ISCED 3)","Male","Retired",5,5,5,2,3,4,4,4,4,4,1,5,5,5,5,3,1,1,1,2,1,1,6,6,6,96,NA,NA,NA,NA,NA,NA,NA
"IT2008212","2011","Finland","FI","Married or living with partner","3","A city or city suburb","50-64","Primary education (ISCED 1)","Female","Employed (includes on leave)",10,4,5,2,5,4,NA,NA,NA,NA,1,5,5,5,5,1,1,1,2,1,1,2,6,6,6,92,3,4,5,1,60,NA,60
"IT2125111","2011","Finland","FI","Married or living with partner","2","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Unemployed",8,4,1,1,5,4,4,4,4,4,1,5,4,5,5,2,1.25,3,3,3,3,3,5,6,5,60,NA,NA,NA,NA,NA,NA,NA
"IT2026010","2011","Finland","FI","Married or living with partner","2","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,4,1,3,4,4,4,4,4,4,1,4,4,4,4,2,2,3,3,3,3,3,6,6,5,60,3,5,5,1,40,NA,40
"IT1502513","2011","Finland","FI","Married or living with partner","0","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",4,5,1,2,4,4,4,4,4,4,1,4,4,4,3,2,2.25,3,3,2,4,3,4,5,5,60,1,1,1,3,60,NA,60
"IT1830113","2011","Finland","FI","Married or living with partner","4","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",3,4,1,1,2,4,4,4,4,4,1,4,5,4,5,1,1.5,3,3,3,3,2,5,5,5,64,2,4,4,2,50,NA,50
"IT1512413","2011","Finland","FI","Married or living with partner","1","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,2,3,4,4,4,4,4,1,4,5,4,4,2,1.75,2,2,1,1,2,6,6,6,88,NA,NA,NA,NA,NA,NA,NA
"IT1517721","2011","Finland","FI","Married or living with partner","4","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",10,4,1,2,4,4,4,3,4,4,2,5,5,4,4,2,1.5,2,3,3,2,3,6,6,6,68,3,4,4,1,37,NA,37
"IT1521514","2011","Finland","FI","Married or living with partner","2","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Female","Retired",9,3,2,1,5,4,4,4,4,4,1,5,4,5,5,2,1.25,2,2,3,1,1,5,6,6,84,NA,NA,NA,NA,NA,NA,NA
"IT1593422","2011","Finland","FI","Married or living with partner","2","A city or city suburb","65+","Tertiary education - first level (ISCED 5)","Female","Retired",5,4,2,1,5,4,4,4,4,4,1,5,5,5,5,1,1,2,2,3,3,2,6,6,6,72,NA,NA,NA,NA,NA,NA,NA
"IT1423616","2011","Finland","FI","Married or living with partner","3","A village/small town","65+","Upper secondary education (ISCED 3)","Female","Retired",10,2,4,4,2,3,3,3,4,4,2,5,4,1,5,1,2.25,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"IT1194116","2011","Finland","FI","Married or living with partner","2","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",5,4,1,1,3,4,2,4,4,4,3,5,3,2,4,1,2.5,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"IT1755119","2011","Finland","FI","Married or living with partner","1","A city or city suburb","65+","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,1,4,4,4,4,4,4,1,5,4,4,5,3,1.5,2,2,4,5,4,6,6,6,52,NA,NA,NA,NA,NA,NA,NA
"IT1512312","2011","Finland","FI","Married or living with partner","3","A city or city suburb","65+","Tertiary education - first level (ISCED 5)","Female","Retired",9,5,1,1,2,3,4,4,4,3,2,5,5,5,5,2,1,3,2,1,3,2,3,6,6,76,NA,NA,NA,NA,NA,NA,NA
"IT1679326","2011","Finland","FI","Married or living with partner","3","A village/small town","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Retired",8,5,1,1,5,4,4,4,4,4,1,5,5,5,5,1,1,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"IT1689226","2011","Finland","FI","Married or living with partner","1","A city or city suburb","50-64","Primary education (ISCED 1)","Female","Retired",8,5,1,1,5,4,4,4,4,4,1,4,5,4,2,1,2.25,2,2,2,3,2,5,6,6,76,NA,NA,NA,NA,NA,NA,NA
"IT1072111","2011","Finland","FI","Married or living with partner","4","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,4,4,4,4,4,4,4,1,5,4,4,4,4,1.75,3,5,1,2,2,5,5,5,68,NA,NA,NA,NA,NA,NA,NA
"IT1385320","2011","Finland","FI","Married or living with partner","3","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,2,2,4,1,3,4,4,2,5,5,5,5,2,1,2,2,2,2,1,6,6,6,84,NA,NA,NA,NA,NA,NA,NA
"IT1386826","2011","Finland","FI","Married or living with partner","1","A medium to large town","65+","Upper secondary education (ISCED 3)","Female","Retired",4,4,4,3,5,4,4,4,4,4,1,4,4,4,5,2,1.75,2,3,2,2,4,5,6,6,68,NA,NA,NA,NA,NA,NA,NA
"IT1393622","2011","Finland","FI","Married or living with partner","3","A medium to large town","50-64","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",8,4,1,2,4,4,4,4,4,4,1,5,5,5,5,3,1,2,2,2,2,1,6,6,6,84,4,5,5,1,40,1,41
"IT1269826","2011","Finland","FI","Married or living with partner","2","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,1,3,1,4,4,4,4,3,5,4,5,5,2,1.25,2,2,3,3,2,6,6,6,72,NA,NA,NA,NA,NA,NA,NA
"IT1103005","2011","Finland","FI","Married or living with partner","0","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",9,1,1,1,1,1,4,4,4,4,3,4,4,4,4,2,2,2,2,3,3,2,5,5,5,72,NA,NA,NA,NA,NA,NA,NA
"IT1787730","2011","Finland","FI","Married or living with partner","3","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Unemployed",8,2,2,1,2,4,1,4,4,4,3,4,5,5,4,2,1.5,2,2,2,3,2,5,6,6,76,NA,NA,NA,NA,NA,NA,NA
"IT1090313","2011","Finland","FI","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",9,4,1,2,3,4,4,4,4,4,1,4,5,5,4,3,1.5,1,2,2,3,1,6,6,6,84,NA,NA,NA,NA,NA,NA,NA
"IT1592017","2011","Finland","FI","Married or living with partner","3","A medium to large town","50-64","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",7,4,1,2,3,4,3,4,4,4,2,4,3,2,3,3,3,3,3,2,2,4,5,4,4,64,2,4,2,3,40,3,43
"IT1592926","2011","Finland","FI","Married or living with partner","2","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,1,4,4,4,4,4,4,1,5,4,3,4,1,2,3,2,3,2,3,6,6,5,68,NA,NA,NA,NA,NA,NA,NA
"IT1592320","2011","Finland","FI","Married or living with partner","2","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Retired",5,5,1,1,4,3,3,4,4,4,2,4,4,5,4,2,1.75,1,2,2,3,1,6,5,6,84,NA,NA,NA,NA,NA,NA,NA
"IT1088926","2011","Finland","FI","Married or living with partner","2","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",8,4,1,2,4,4,2,4,2,4,3,5,5,5,4,2,1.25,4,3,3,5,2,5,6,6,52,1,2,3,2,48,NA,48
"IT1089725","2011","Finland","FI","Married or living with partner","3","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",9,1,1,1,1,4,4,4,4,1,3,5,5,5,5,1,1,1,2,2,1,1,6,6,5,92,NA,NA,NA,NA,NA,NA,NA
"IT1047416","2011","Finland","FI","Married or living with partner","2","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,2,2,4,4,4,4,4,1,4,4,3,5,2,2,3,3,3,4,3,5,5,6,56,NA,NA,NA,NA,NA,NA,NA
"IT1052008","2011","Finland","FI","Married or living with partner","2","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",10,4,1,2,4,4,4,4,4,4,1,5,4,3,4,3,2,3,3,4,4,3,4,5,5,52,NA,NA,NA,NA,NA,NA,NA
"IT1052614","2011","Finland","FI","Married or living with partner","2","A medium to large town","50-64","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",10,5,5,2,4,4,4,4,4,4,1,4,4,3,4,3,2.25,2,2,2,2,2,NA,6,6,80,1,2,4,2,20,NA,20
"IT1482419","2011","Finland","FI","Married or living with partner","2","A medium to large town","65+","Lower secondary education (ISCED 2)","Female","Retired",1,4,2,1,5,4,4,4,4,4,1,4,4,4,4,1,2,3,3,4,3,3,NA,6,6,56,NA,NA,NA,NA,NA,NA,NA
"IT1949326","2011","Finland","FI","Married or living with partner","2","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",8,5,1,2,5,4,4,4,4,4,1,5,3,4,4,NA,2,3,3,4,2,2,5,6,6,64,NA,NA,NA,NA,NA,NA,NA
"IT2134414","2011","Denmark","DK","Married or living with partner","5 or more children","A medium to large town","65+","Upper secondary education (ISCED 3)","Female","Retired",4,4,2,2,3,4,4,4,4,4,1,5,5,5,4,2,1.25,2,2,2,1,2,6,6,6,84,NA,NA,NA,NA,NA,NA,NA
"IT1808118","2011","Denmark","DK","Married or living with partner","1","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Retired",10,4,1,2,2,3,4,3,4,4,2,5,5,5,5,2,1,1,1,2,1,2,6,6,6,92,NA,NA,NA,NA,NA,NA,NA
"IT1345720","2011","Denmark","DK","Married or living with partner","2","A medium to large town","50-64","Lower secondary education (ISCED 2)","Female","Unable to work - disability/illness",7,5,2,5,2,4,3,4,4,4,2,2,4,3,3,2,3,4,3,4,3,4,6,6,4,48,NA,NA,NA,NA,NA,NA,NA
"IT1350110","2011","Denmark","DK","Married or living with partner","3","A medium to large town","50-64","Primary education (ISCED 1)","Female","Retired",6,5,5,5,5,4,4,4,4,4,1,5,2,3,5,1,2.25,2,1,1,1,2,6,6,6,92,NA,NA,NA,NA,NA,NA,NA
"IT1198322","2011","Denmark","DK","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",10,4,1,1,4,3,3,3,4,4,2,4,5,4,5,2,1.5,2,2,3,3,2,5,6,6,72,NA,NA,NA,NA,NA,NA,NA
"IT1984325","2011","Denmark","DK","Married or living with partner","1","A medium to large town","65+","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Retired",7,4,1,5,2,4,4,4,4,4,1,5,5,4,5,2,1.25,2,2,6,6,5,5,6,6,36,NA,NA,NA,NA,NA,NA,NA
"IT1686122","2011","Denmark","DK","Married or living with partner","2","A village/small town","65+","Upper secondary education (ISCED 3)","Female","Retired",8,4,1,3,5,4,4,4,4,4,1,5,3,5,5,1,1.5,1,1,1,1,1,5,5,5,100,NA,NA,NA,NA,NA,NA,NA
"IT1688427","2011","Ireland","IE","Married or living with partner","2","The open countryside","50-64","Lower secondary education (ISCED 2)","Male","Unemployed",6,2,5,1,5,2,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,5,6,5,80,NA,NA,NA,NA,NA,NA,NA
"IT1688932","2011","Ireland","IE","Married or living with partner","5 or more children","The open countryside","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",10,2,1,1,3,2,2,3,3,3,2,5,4,4,5,1,1.5,2,2,2,2,2,6,6,6,80,4,4,5,1,30,20,50
"IT1689327","2011","Ireland","IE","Married or living with partner","3","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",3,4,2,3,3,3,1,1,4,1,2,4,4,4,4,4,2,2,3,5,4,5,5,6,6,44,1,4,3,2,45,NA,45
"IT1721314","2011","Ireland","IE","Married or living with partner","2","The open countryside","50-64","Tertiary education - first level (ISCED 5)","Male","Unemployed",8,2,1,2,2,1,1,1,4,2,3,4,4,4,4,2,2,3,2,3,3,4,5,5,2,60,NA,NA,NA,NA,NA,NA,NA
"IT1683018","2011","Denmark","DK","Married or living with partner","2","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,4,1,1,1,4,4,4,4,4,1,5,5,5,5,2,1,2,2,3,3,2,6,6,6,72,2,3,4,2,18,NA,18
"IT1706822","2011","Denmark","DK","Married or living with partner","4","A city or city suburb","50-64","Tertiary education - first level (ISCED 5)","Female","Other",5,5,1,4,3,4,4,1,4,3,2,2,3,2,2,2,3.75,3,4,3,3,3,4,6,4,56,NA,NA,NA,NA,NA,NA,NA
"IT1108818","2011","Denmark","DK","Married or living with partner","3","A village/small town","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",6,4,1,1,5,4,4,4,4,4,1,2,3,3,3,4,3.25,2,2,4,4,5,5,6,6,52,2,4,4,2,29,NA,29
"IT1110710","2011","Denmark","DK","Married or living with partner","2","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,5,1,1,4,4,4,4,4,4,1,5,4,5,5,2,1.25,2,2,1,2,2,5,6,6,84,4,4,5,1,30,NA,30
"IT1317012","2011","Denmark","DK","Married or living with partner","2","A city or city suburb","50-64","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",4,5,5,1,3,4,2,4,4,4,3,5,5,5,4,5,1.25,3,4,3,3,4,4,5,6,52,4,4,5,1,37,NA,37
"IT2105715","2011","Ireland","IE","Married or living with partner","5 or more children","A village/small town","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",8,4,1,4,3,3,3,4,4,3,2,4,2,3,4,2,2.75,2,2,5,5,3,5,6,6,52,2,2,2,3,60,NA,60
"IT1926725","2011","Ireland","IE","Married or living with partner","3","The open countryside","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,2,1,1,3,4,4,4,4,4,1,5,4,4,5,1,1.5,2,3,2,3,3,5,6,6,68,2,3,4,2,40,NA,40
"IT1930215","2011","Ireland","IE","Married or living with partner","3","The open countryside","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,2,2,2,4,1,4,3,4,3,2,3,4,4,4,2,2.25,3,3,2,3,5,5,6,6,56,3,3,3,1,48,NA,48
"IT1930821","2011","Ireland","IE","Married or living with partner","4","The open countryside","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",5,2,5,2,2,3,2,2,4,3,2,4,3,2,2,2,3.25,5,2,2,2,4,6,5,5,60,3,4,4,1,70,NA,70
"IT1944220","2011","Ireland","IE","Separated or divorced and not living with partner","2","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",8,5,5,1,3,3,3,4,4,4,2,3,5,3,3,2,2.5,1,2,2,4,3,6,6,6,72,1,2,4,2,14,NA,14
"IT1948830","2011","Ireland","IE","Separated or divorced and not living with partner","3","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Other",5,4,1,4,5,4,4,4,4,4,1,4,3,4,4,1,2.25,2,2,2,2,2,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1949629","2011","Denmark","DK","Married or living with partner","3","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,5,1,1,1,4,4,4,4,4,1,5,5,5,5,2,1,1,1,1,1,1,6,6,6,100,5,5,5,1,37,NA,37
"IT1953321","2011","Denmark","DK","Married or living with partner","4","A medium to large town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Other",5,5,1,5,4,4,4,4,4,4,1,4,5,4,3,2,2,3,4,4,4,4,6,6,6,44,NA,NA,NA,NA,NA,NA,NA
"IT1954221","2011","Denmark","DK","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",10,5,1,2,4,4,3,3,4,4,2,5,5,5,5,4,1,2,4,4,3,3,5,6,6,56,5,4,2,2,37,2,39
"IT1958528","2011","Denmark","DK","Married or living with partner","3","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,3,1,3,4,4,4,4,4,4,1,4,4,4,2,2,2.5,3,4,2,3,2,4,3,5,64,2,2,3,2,30,8,38
"IT3001408","2011","Denmark","DK","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,5,1,2,2,4,4,4,4,4,1,5,5,5,5,2,1,3,4,2,6,3,2,5,5,48,2,2,1,3,30,NA,30
"IT1817118","2011","Denmark","DK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,4,1,4,4,4,4,4,4,4,1,4,3,5,5,1,1.75,2,2,3,2,3,4,6,6,72,3,3,3,1,37,5,42
"IT1822417","2011","Denmark","DK","Married or living with partner","4","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,5,1,2,2,4,4,4,4,2,3,5,5,5,5,3,1,1,1,1,1,1,6,6,6,100,1,1,2,3,37,NA,37
"IT1823317","2011","Denmark","DK","Married or living with partner","1","A medium to large town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Unemployed",8,4,1,3,4,4,4,4,4,2,3,3,5,3,5,2,2,1,1,1,1,1,6,6,6,100,NA,NA,NA,NA,NA,NA,NA
"IT1837726","2011","Denmark","DK","Married or living with partner","2","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",5,5,1,4,5,4,4,4,4,4,1,5,5,4,5,3,1.25,2,2,3,2,2,6,6,6,76,2,5,5,2,48,NA,48
"IT1573420","2011","Denmark","DK","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,5,1,2,2,4,4,4,4,1,3,5,5,5,5,2,1,2,2,2,2,1,5,6,6,84,1,2,4,2,65,NA,65
"IT1135717","2011","Denmark","DK","Married or living with partner","1","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Unemployed",8,5,1,5,5,4,4,4,4,3,2,5,5,4,2,3,2,2,2,5,4,2,6,6,6,60,NA,NA,NA,NA,NA,NA,NA
"IT1300913","2011","Denmark","DK","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",9,5,1,4,4,4,2,3,4,3,2,5,5,5,5,2,1,2,2,2,2,2,6,6,6,80,2,4,4,2,37,NA,37
"IT1301308","2011","Denmark","DK","Separated or divorced and not living with partner","2","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",5,3,1,4,4,1,4,4,4,4,3,5,5,5,5,1,1,2,2,2,2,2,6,6,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1588729","2011","Finland","FI","Married or living with partner","2","A village/small town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",8,4,1,2,4,4,4,4,4,4,1,4,4,4,4,2,2,3,2,3,3,3,5,6,6,64,NA,NA,NA,NA,NA,NA,NA
"IT1632921","2011","Finland","FI","Widowed and not living with partner","1","A village/small town","50-64","Primary education (ISCED 1)","Female","Retired",10,5,4,1,3,2,3,3,2,4,2,4,4,4,4,2,2,3,3,2,3,2,5,6,6,68,NA,NA,NA,NA,NA,NA,NA
"IT1005410","2011","Finland","FI","Married or living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Female","Retired",7,4,5,1,3,3,4,3,4,4,2,5,5,5,5,1,1,2,2,2,2,2,5,5,6,80,NA,NA,NA,NA,NA,NA,NA
"IT2155215","2011","Finland","FI","Married or living with partner","1","The open countryside","50-64","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",7,4,5,1,3,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,5,6,5,80,3,5,5,1,40,NA,40
"IT1892727","2011","Finland","FI","Married or living with partner","2","The open countryside","65+","Primary education (ISCED 1)","Female","Retired",9,4,5,1,5,4,4,4,4,4,1,4,2,NA,4,1,NA,4,NA,3,6,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
"IT1311915","2011","Denmark","DK","Separated or divorced and not living with partner","3","A city or city suburb","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,5,1,3,3,4,4,4,4,2,3,2,3,3,2,2,3.5,2,3,2,5,3,3,6,6,60,1,1,1,3,32,NA,32
"IT1312815","2011","Ireland","IE","Married or living with partner","2","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,2,1,1,3,2,2,2,3,2,2,4,4,4,4,2,2,2,2,3,2,2,5,5,5,76,4,4,4,1,22,NA,22
"IT1327821","2011","Ireland","IE","Married or living with partner","5 or more children","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Homemaker",10,2,2,2,3,3,1,3,4,3,2,3,4,3,4,1,2.5,2,2,2,2,2,5,5,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1328620","2011","Ireland","IE","Married or living with partner","3","A medium to large town","35-49","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",9,3,1,3,4,1,2,4,4,2,3,4,4,4,4,2,2,2,4,5,6,3,4,6,6,40,2,2,2,3,35,NA,35
"IT1334011","2011","Ireland","IE","Married or living with partner","3","The open countryside","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",7,4,2,1,2,4,2,3,4,4,2,4,4,2,5,2,2.25,5,5,3,6,5,3,6,6,24,1,1,4,2,38,NA,38
"IT1052210","2011","Ireland","IE","Married or living with partner","3","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,3,1,2,4,3,3,4,4,4,2,4,2,2,2,2,3.5,3,5,5,6,3,3,6,5,32,1,1,4,2,40,NA,40
"IT1495726","2011","Ireland","IE","Married or living with partner","3","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,2,1,1,4,4,4,3,4,4,2,5,3,4,5,2,1.75,2,3,2,3,4,5,6,5,64,1,1,4,2,30,NA,30
"IT1431211","2011","Ireland","IE","Married or living with partner","4","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Other",6,4,2,1,5,3,2,4,4,3,2,4,3,4,4,1,2.25,2,2,2,2,2,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1431312","2011","Ireland","IE","Married or living with partner","3","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Homemaker",7,2,1,1,2,4,3,4,4,4,2,4,5,4,5,1,1.5,2,3,2,5,2,6,6,6,64,NA,NA,NA,NA,NA,NA,NA
"IT1899633","2011","Ireland","IE","Married or living with partner","4","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Homemaker",6,4,2,1,2,4,4,4,4,4,1,4,4,3,4,1,2.25,2,2,2,2,2,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1905015","2011","Ireland","IE","Married or living with partner","4","The open countryside","35-49","Upper secondary education (ISCED 3)","Female","Homemaker",2,2,3,5,3,4,4,4,4,4,1,4,4,2,4,2,2.5,2,2,1,3,3,5,6,5,76,NA,NA,NA,NA,NA,NA,NA
"IT1906925","2011","Ireland","IE","Married or living with partner","3","The open countryside","35-49","Lower secondary education (ISCED 2)","Female","Homemaker",7,4,1,1,5,4,4,4,4,4,1,4,4,4,4,1,2,2,2,2,2,2,5,5,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1385219","2011","Ireland","IE","Married or living with partner","3","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Homemaker",7,3,1,1,2,2,2,4,4,4,3,5,5,4,4,2,1.5,2,2,2,4,2,6,5,6,72,NA,NA,NA,NA,NA,NA,NA
"IT1389122","2011","Ireland","IE","Married or living with partner","3","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Homemaker",5,4,1,1,1,3,3,3,4,3,2,4,3,4,4,2,2.25,2,2,2,2,2,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"IT1395018","2011","Ireland","IE","Married or living with partner","2","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",3,3,1,1,2,4,4,4,4,1,3,5,5,4,5,2,1.25,2,2,2,3,2,5,5,5,76,4,5,5,1,20,NA,20
"IT1395927","2011","Ireland","IE","Married or living with partner","4","The open countryside","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",1,2,3,4,5,2,4,4,4,4,3,4,3,2,4,4,2.75,2,3,3,2,3,5,5,5,68,2,4,4,2,19,NA,19
"IT1773624","2011","Ireland","IE","Married or living with partner","3","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,2,1,2,5,3,3,3,3,3,2,5,5,5,5,1,1,5,5,5,6,5,2,6,5,16,1,1,4,2,22,NA,22
"IT1707015","2011","Finland","FI","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,5,1,3,4,4,3,4,4,4,2,5,4,4,5,2,1.5,3,3,4,3,3,5,5,5,56,5,5,5,1,22,NA,22
"IT1718219","2011","Finland","FI","Married or living with partner","2","A city or city suburb","65+","Upper secondary education (ISCED 3)","Female","Retired",8,4,1,2,2,4,4,4,4,4,1,4,5,4,4,4,1.75,2,3,2,3,2,5,6,5,72,NA,NA,NA,NA,NA,NA,NA
"IT1209820","2011","Finland","FI","Married or living with partner","2","A medium to large town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",10,4,2,1,2,4,4,4,4,1,3,5,5,5,5,2,1,2,2,2,2,3,6,6,6,76,NA,NA,NA,NA,NA,NA,NA
"IT1305716","2011","Ireland","IE","Married or living with partner","2","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",5,2,1,1,5,4,3,4,4,4,2,5,5,4,5,2,1.25,2,2,2,3,2,6,5,6,76,4,4,4,1,22,NA,22
